district_gadm,state_gadm,quarter,year,q,quarter_num,deposits,district_rbi,state_rbi
Singrauli,Madhya Pradesh,2024Q3,2024,3,80,15694.0699,SINGRAULI,MADHYA PRADESH
Singrauli,Madhya Pradesh,2024Q4,2024,4,81,15369.04,SINGRAULI,MADHYA PRADESH
Singrauli,Madhya Pradesh,2025Q1,2025,1,82,19342.7024,SINGRAULI,MADHYA PRADESH
Singrauli,Madhya Pradesh,2025Q2,2025,2,83,19747.951800000003,SINGRAULI,MADHYA PRADESH
Singrauli,Madhya Pradesh,2025Q3,2025,3,84,21400.5481,SINGRAULI,MADHYA PRADESH
Sipahijala,Tripura,2012Q4,2012,4,36,28,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2013Q1,2013,1,37,29,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2013Q2,2013,2,38,29,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2013Q3,2013,3,39,30,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2013Q4,2013,4,40,31,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2014Q1,2014,1,41,32,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2014Q2,2014,2,42,33,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2014Q3,2014,3,43,35,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2014Q4,2014,4,44,36,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2015Q1,2015,1,45,37,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2015Q2,2015,2,46,37,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2015Q3,2015,3,47,29,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2015Q4,2015,4,48,30,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2016Q1,2016,1,49,32,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2016Q2,2016,2,50,32,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2017Q2,2017,2,51,33,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2017Q3,2017,3,52,33,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2017Q4,2017,4,53,33,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2018Q1,2018,1,54,34,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2018Q2,2018,2,55,34,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2018Q3,2018,3,56,34,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2018Q4,2018,4,57,35,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2019Q1,2019,1,58,36,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2019Q2,2019,2,59,46,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2019Q3,2019,3,60,46,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2019Q4,2019,4,61,47,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2020Q1,2020,1,62,47,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2020Q2,2020,2,63,46,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2020Q3,2020,3,64,47,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2020Q4,2020,4,65,47,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2021Q1,2021,1,66,47,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2021Q2,2021,2,67,47,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2021Q3,2021,3,68,51,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2021Q4,2021,4,69,52,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2022Q1,2022,1,70,52,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2022Q2,2022,2,71,52,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2022Q3,2022,3,72,52,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2022Q4,2022,4,73,52,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2023Q1,2023,1,74,982.7408,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2023Q2,2023,2,75,990.3194000000001,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2023Q3,2023,3,76,1050.0122999999999,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2023Q4,2023,4,77,864.9616,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2024Q1,2024,1,78,929.9231,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2024Q2,2024,2,79,931.4871,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2024Q3,2024,3,80,968.2484999999999,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2024Q4,2024,4,81,1001.9537,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2025Q1,2025,1,82,1063.4008000000001,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2025Q2,2025,2,83,1312.3714,SEPAHIJALA,TRIPURA
Sipahijala,Tripura,2025Q3,2025,3,84,1388.2008,SEPAHIJALA,TRIPURA
Sirmaur,Himachal Pradesh,2004Q1,2004,1,1,49,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2004Q2,2004,2,2,49,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2004Q3,2004,3,3,49,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2004Q4,2004,4,4,49,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2005Q1,2005,1,5,49,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2005Q2,2005,2,6,49,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2005Q3,2005,3,7,49,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2005Q4,2005,4,8,49,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2006Q1,2006,1,9,49,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2006Q2,2006,2,10,49,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2006Q3,2006,3,11,49,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2006Q4,2006,4,12,49,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2007Q1,2007,1,13,50,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2007Q2,2007,2,14,51,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2007Q3,2007,3,15,51,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2007Q4,2007,4,16,52,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2008Q1,2008,1,17,53,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2008Q2,2008,2,18,54,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2008Q3,2008,3,19,54,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2008Q4,2008,4,20,55,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2009Q1,2009,1,21,56,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2009Q2,2009,2,22,58,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2009Q3,2009,3,23,60,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2009Q4,2009,4,24,61,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2010Q1,2010,1,25,63,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2010Q2,2010,2,26,63,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2010Q3,2010,3,27,64,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2010Q4,2010,4,28,66,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2011Q1,2011,1,29,66,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2011Q2,2011,2,30,67,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2011Q3,2011,3,31,67,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2011Q4,2011,4,32,69,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2012Q1,2012,1,33,69,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2012Q2,2012,2,34,70,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2012Q3,2012,3,35,72,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2012Q4,2012,4,36,73,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2013Q1,2013,1,37,76,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2013Q2,2013,2,38,76,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2013Q3,2013,3,39,79,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2013Q4,2013,4,40,82,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2014Q1,2014,1,41,84,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2014Q2,2014,2,42,84,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2014Q3,2014,3,43,84,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2014Q4,2014,4,44,87,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2015Q1,2015,1,45,91,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2015Q2,2015,2,46,92,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2015Q3,2015,3,47,92,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2015Q4,2015,4,48,94,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2016Q1,2016,1,49,98,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2016Q2,2016,2,50,98,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2017Q2,2017,2,51,101,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2017Q3,2017,3,52,99,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2017Q4,2017,4,53,99,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2018Q1,2018,1,54,100,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2018Q2,2018,2,55,105,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2018Q3,2018,3,56,104,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2018Q4,2018,4,57,104,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2019Q1,2019,1,58,104,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2019Q2,2019,2,59,104,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2019Q3,2019,3,60,105,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2019Q4,2019,4,61,105,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2020Q1,2020,1,62,105,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2020Q2,2020,2,63,105,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2020Q3,2020,3,64,106,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2020Q4,2020,4,65,107,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2021Q1,2021,1,66,108,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2021Q2,2021,2,67,107,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2021Q3,2021,3,68,106,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2021Q4,2021,4,69,107,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2022Q1,2022,1,70,108,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2022Q2,2022,2,71,107,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2022Q3,2022,3,72,109,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2022Q4,2022,4,73,111,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2023Q1,2023,1,74,5610.334,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2023Q2,2023,2,75,5773.527400000001,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2023Q3,2023,3,76,5979.9431,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2023Q4,2023,4,77,6154.5828,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2024Q1,2024,1,78,6319.5656,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2024Q2,2024,2,79,6504.0268,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2024Q3,2024,3,80,6879.3783,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2024Q4,2024,4,81,6931.8392,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2025Q1,2025,1,82,6986.1128,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2025Q2,2025,2,83,7305.4352,SIRMAUR,HIMACHAL PRADESH
Sirmaur,Himachal Pradesh,2025Q3,2025,3,84,7655.2554,SIRMAUR,HIMACHAL PRADESH
Sirohi,Rajasthan,2004Q1,2004,1,1,60,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2004Q2,2004,2,2,60,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2004Q3,2004,3,3,60,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2004Q4,2004,4,4,60,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2005Q1,2005,1,5,60,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2005Q2,2005,2,6,60,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2005Q3,2005,3,7,60,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2005Q4,2005,4,8,60,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2006Q1,2006,1,9,60,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2006Q2,2006,2,10,60,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2006Q3,2006,3,11,60,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2006Q4,2006,4,12,60,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2007Q1,2007,1,13,60,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2007Q2,2007,2,14,60,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2007Q3,2007,3,15,60,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2007Q4,2007,4,16,60,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2008Q1,2008,1,17,60,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2008Q2,2008,2,18,61,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2008Q3,2008,3,19,63,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2008Q4,2008,4,20,63,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2009Q1,2009,1,21,64,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2009Q2,2009,2,22,65,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2009Q3,2009,3,23,66,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2009Q4,2009,4,24,67,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2010Q1,2010,1,25,67,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2010Q2,2010,2,26,67,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2010Q3,2010,3,27,68,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2010Q4,2010,4,28,69,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2011Q1,2011,1,29,71,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2011Q2,2011,2,30,72,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2011Q3,2011,3,31,72,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2011Q4,2011,4,32,74,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2012Q1,2012,1,33,75,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2012Q2,2012,2,34,76,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2012Q3,2012,3,35,78,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2012Q4,2012,4,36,80,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2013Q1,2013,1,37,82,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2013Q2,2013,2,38,82,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2013Q3,2013,3,39,81,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2013Q4,2013,4,40,81,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2014Q1,2014,1,41,82,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2014Q2,2014,2,42,83,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2014Q3,2014,3,43,85,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2014Q4,2014,4,44,89,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2015Q1,2015,1,45,92,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2015Q2,2015,2,46,93,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2015Q3,2015,3,47,96,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2015Q4,2015,4,48,97,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2016Q1,2016,1,49,98,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2016Q2,2016,2,50,100,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2017Q2,2017,2,51,104,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2017Q3,2017,3,52,100,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2017Q4,2017,4,53,105,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2018Q1,2018,1,54,105,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2018Q2,2018,2,55,106,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2018Q3,2018,3,56,106,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2018Q4,2018,4,57,108,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2019Q1,2019,1,58,109,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2019Q2,2019,2,59,109,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2019Q3,2019,3,60,111,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2019Q4,2019,4,61,111,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2020Q1,2020,1,62,111,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2020Q2,2020,2,63,111,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2020Q3,2020,3,64,116,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2020Q4,2020,4,65,115,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2021Q1,2021,1,66,114,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2021Q2,2021,2,67,114,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2021Q3,2021,3,68,117,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2021Q4,2021,4,69,117,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2022Q1,2022,1,70,115,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2022Q2,2022,2,71,116,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2022Q3,2022,3,72,115,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2022Q4,2022,4,73,119,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2023Q1,2023,1,74,5889.1066,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2023Q2,2023,2,75,6084.2334,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2023Q3,2023,3,76,6207.4162,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2023Q4,2023,4,77,6350.339199999999,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2024Q1,2024,1,78,6645.5872,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2024Q2,2024,2,79,6698.512000000001,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2024Q3,2024,3,80,6846.0245,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2024Q4,2024,4,81,7078.8103,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2025Q1,2025,1,82,7230.5933,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2025Q2,2025,2,83,7374.9505,SIROHI,RAJASTHAN
Sirohi,Rajasthan,2025Q3,2025,3,84,7583.0793,SIROHI,RAJASTHAN
Sirsa,Haryana,2004Q1,2004,1,1,93,SIRSA,HARYANA
Sirsa,Haryana,2004Q2,2004,2,2,93,SIRSA,HARYANA
Sirsa,Haryana,2004Q3,2004,3,3,92,SIRSA,HARYANA
Sirsa,Haryana,2004Q4,2004,4,4,92,SIRSA,HARYANA
Sirsa,Haryana,2005Q1,2005,1,5,92,SIRSA,HARYANA
Sirsa,Haryana,2005Q2,2005,2,6,92,SIRSA,HARYANA
Sirsa,Haryana,2005Q3,2005,3,7,92,SIRSA,HARYANA
Sirsa,Haryana,2005Q4,2005,4,8,92,SIRSA,HARYANA
Sirsa,Haryana,2006Q1,2006,1,9,92,SIRSA,HARYANA
Sirsa,Haryana,2006Q2,2006,2,10,92,SIRSA,HARYANA
Sirsa,Haryana,2006Q3,2006,3,11,93,SIRSA,HARYANA
Sirsa,Haryana,2006Q4,2006,4,12,93,SIRSA,HARYANA
Sirsa,Haryana,2007Q1,2007,1,13,93,SIRSA,HARYANA
Sirsa,Haryana,2007Q2,2007,2,14,93,SIRSA,HARYANA
Sirsa,Haryana,2007Q3,2007,3,15,94,SIRSA,HARYANA
Sirsa,Haryana,2007Q4,2007,4,16,96,SIRSA,HARYANA
Sirsa,Haryana,2008Q1,2008,1,17,98,SIRSA,HARYANA
Sirsa,Haryana,2008Q2,2008,2,18,100,SIRSA,HARYANA
Sirsa,Haryana,2008Q3,2008,3,19,102,SIRSA,HARYANA
Sirsa,Haryana,2008Q4,2008,4,20,103,SIRSA,HARYANA
Sirsa,Haryana,2009Q1,2009,1,21,103,SIRSA,HARYANA
Sirsa,Haryana,2009Q2,2009,2,22,106,SIRSA,HARYANA
Sirsa,Haryana,2009Q3,2009,3,23,108,SIRSA,HARYANA
Sirsa,Haryana,2009Q4,2009,4,24,114,SIRSA,HARYANA
Sirsa,Haryana,2010Q1,2010,1,25,115,SIRSA,HARYANA
Sirsa,Haryana,2010Q2,2010,2,26,115,SIRSA,HARYANA
Sirsa,Haryana,2010Q3,2010,3,27,115,SIRSA,HARYANA
Sirsa,Haryana,2010Q4,2010,4,28,118,SIRSA,HARYANA
Sirsa,Haryana,2011Q1,2011,1,29,120,SIRSA,HARYANA
Sirsa,Haryana,2011Q2,2011,2,30,123,SIRSA,HARYANA
Sirsa,Haryana,2011Q3,2011,3,31,123,SIRSA,HARYANA
Sirsa,Haryana,2011Q4,2011,4,32,125,SIRSA,HARYANA
Sirsa,Haryana,2012Q1,2012,1,33,130,SIRSA,HARYANA
Sirsa,Haryana,2012Q2,2012,2,34,136,SIRSA,HARYANA
Sirsa,Haryana,2012Q3,2012,3,35,138,SIRSA,HARYANA
Sirsa,Haryana,2012Q4,2012,4,36,140,SIRSA,HARYANA
Sirsa,Haryana,2013Q1,2013,1,37,146,SIRSA,HARYANA
Sirsa,Haryana,2013Q2,2013,2,38,149,SIRSA,HARYANA
Sirsa,Haryana,2013Q3,2013,3,39,152,SIRSA,HARYANA
Sirsa,Haryana,2013Q4,2013,4,40,158,SIRSA,HARYANA
Sirsa,Haryana,2014Q1,2014,1,41,162,SIRSA,HARYANA
Sirsa,Haryana,2014Q2,2014,2,42,165,SIRSA,HARYANA
Sirsa,Haryana,2014Q3,2014,3,43,168,SIRSA,HARYANA
Sirsa,Haryana,2014Q4,2014,4,44,173,SIRSA,HARYANA
Sirsa,Haryana,2015Q1,2015,1,45,177,SIRSA,HARYANA
Sirsa,Haryana,2015Q2,2015,2,46,180,SIRSA,HARYANA
Sirsa,Haryana,2015Q3,2015,3,47,181,SIRSA,HARYANA
Sirsa,Haryana,2015Q4,2015,4,48,181,SIRSA,HARYANA
Sirsa,Haryana,2016Q1,2016,1,49,188,SIRSA,HARYANA
Sirsa,Haryana,2016Q2,2016,2,50,191,SIRSA,HARYANA
Sirsa,Haryana,2017Q2,2017,2,51,197,SIRSA,HARYANA
Sirsa,Haryana,2017Q3,2017,3,52,200,SIRSA,HARYANA
Sirsa,Haryana,2017Q4,2017,4,53,199,SIRSA,HARYANA
Sirsa,Haryana,2018Q1,2018,1,54,199,SIRSA,HARYANA
Sirsa,Haryana,2018Q2,2018,2,55,199,SIRSA,HARYANA
Sirsa,Haryana,2018Q3,2018,3,56,200,SIRSA,HARYANA
Sirsa,Haryana,2018Q4,2018,4,57,198,SIRSA,HARYANA
Sirsa,Haryana,2019Q1,2019,1,58,199,SIRSA,HARYANA
Sirsa,Haryana,2019Q2,2019,2,59,200,SIRSA,HARYANA
Sirsa,Haryana,2019Q3,2019,3,60,203,SIRSA,HARYANA
Sirsa,Haryana,2019Q4,2019,4,61,205,SIRSA,HARYANA
Sirsa,Haryana,2020Q1,2020,1,62,204,SIRSA,HARYANA
Sirsa,Haryana,2020Q2,2020,2,63,205,SIRSA,HARYANA
Sirsa,Haryana,2020Q3,2020,3,64,209,SIRSA,HARYANA
Sirsa,Haryana,2020Q4,2020,4,65,208,SIRSA,HARYANA
Sirsa,Haryana,2021Q1,2021,1,66,207,SIRSA,HARYANA
Sirsa,Haryana,2021Q2,2021,2,67,206,SIRSA,HARYANA
Sirsa,Haryana,2021Q3,2021,3,68,210,SIRSA,HARYANA
Sirsa,Haryana,2021Q4,2021,4,69,209,SIRSA,HARYANA
Sirsa,Haryana,2022Q1,2022,1,70,206,SIRSA,HARYANA
Sirsa,Haryana,2022Q2,2022,2,71,210,SIRSA,HARYANA
Sirsa,Haryana,2022Q3,2022,3,72,210,SIRSA,HARYANA
Sirsa,Haryana,2022Q4,2022,4,73,212,SIRSA,HARYANA
Sirsa,Haryana,2023Q1,2023,1,74,10078.3518,SIRSA,HARYANA
Sirsa,Haryana,2023Q2,2023,2,75,10664.1967,SIRSA,HARYANA
Sirsa,Haryana,2023Q3,2023,3,76,10921.609199999999,SIRSA,HARYANA
Sirsa,Haryana,2023Q4,2023,4,77,11222.0212,SIRSA,HARYANA
Sirsa,Haryana,2024Q1,2024,1,78,11291.170600000001,SIRSA,HARYANA
Sirsa,Haryana,2024Q2,2024,2,79,11790.9308,SIRSA,HARYANA
Sirsa,Haryana,2024Q3,2024,3,80,11644.303899999999,SIRSA,HARYANA
Sirsa,Haryana,2024Q4,2024,4,81,11926.8515,SIRSA,HARYANA
Sirsa,Haryana,2025Q1,2025,1,82,12009.3535,SIRSA,HARYANA
Sirsa,Haryana,2025Q2,2025,2,83,12474.4758,SIRSA,HARYANA
Sirsa,Haryana,2025Q3,2025,3,84,12439.0487,SIRSA,HARYANA
Sitamarhi,Bihar,2004Q1,2004,1,1,94,SITAMARHI,BIHAR
